src,dst,packets,duration,rate,mean,std,max,min,tcp,udp,dns,icmp,syn,ack,psh,fin,urg,rst,sport,dport
72.49.153.213,192.168.4.2,35193,730.0219489999976,48.2081395610204,45.72477481317308,73.62567450074533,653,35,35190,3,0,0,8.525149190110827e-05,0.9999147485080989,0.020886615515771527,5.683432793407218e-05,0.0,2.841716396703609e-05,49286.76958486062,49000.0
192.168.4.2,203.206.250.137,34451,5.414028000000055,6363.284415965276,36.964035877042754,26.75455087393162,440,35,34449,2,0,0,5.805683764405353e-05,0.9998258294870679,0.005196086969142791,8.708525646608029e-05,0.0,0.00020319893175418734,49000.0,4370.51879481002
79.51.178.168,192.168.4.2,34396,449.1983119999964,76.57197073349705,1179.8934178392835,368.67131970917325,1487,35,34396,0,0,0,0.0003488777764856379,0.9989533666705431,0.06631585068031166,0.0006686824049308059,0.0,0.0006977555529712757,50708.115856494944,49000.0
203.206.250.137,192.168.4.2,34193,203.14758899999774,168.31605124292358,1370.193577632849,244.13993819242089,1487,35,34193,0,0,0,0.00011698300821805632,0.999883016991782,0.21469306583218786,0.00011698300821805632,0.0,0.0,4367.930980025151,49000.0
203.206.250.137,192.168.4.2,34160,239.08015299999875,142.88095256489225,1365.0822599531616,253.23170531981015,1487,35,34160,0,0,0,0.000117096018735363,0.9998829039812647,0.2219847775175644,0.000117096018735363,0.0,0.0,4368.409221311475,49000.0
203.206.250.137,192.168.4.2,34139,250.95777399999892,136.0348374782769,1386.3158850581447,222.38738478197808,1487,35,34139,0,0,0,0.00011716804827323589,0.9998828319517268,0.18571135651307888,0.00011716804827323589,0.0,0.0,4369.068162512083,49000.0
192.168.4.2,203.206.250.137,33775,7.02242700000006,4809.590758294777,36.990081421169506,26.932166904629,441,35,33775,0,0,0,0.00011843079200592154,1.0,0.0052405625462620285,0.00011843079200592154,0.0,0.0,49000.0,4369.592450037009
192.168.4.2,74.14.146.52,33232,6.776253000000021,4904.185248100964,37.13923326913818,28.98492694174588,440,35,33232,0,0,0,0.0,1.0,0.0051456427539720755,0.0,0.0,0.0,49000.0,60078.0
192.168.4.2,186.2.144.211,33042,8.17656700000009,4041.060264044756,1420.1325282973185,130.75296240158258,1495,35,33042,0,0,0,0.0,1.0,0.9993644452514981,0.0,0.0,0.0,49000.0,17281.0
203.206.250.137,192.168.4.2,33022,139.8473749999988,236.12885118508862,1380.1678275089334,236.08030270939918,1487,35,33022,0,0,0,0.00012113136696747623,0.9998788686330325,0.19108473139119375,0.00012113136696747623,0.0,0.0,4367.8027375688935,49000.0
41.132.229.228,192.168.4.2,33012,126.3869660000014,261.19782003469913,974.8179146976856,645.8913494917309,1464,35,33012,0,0,0,3.0292015024839453e-05,0.9999697079849752,0.6524294196049921,3.0292015024839453e-05,0.0,0.0,64546.29322670544,49000.0
192.168.4.2,98.227.70.126,32545,20.595172000000773,1580.224724513045,52.48843140267322,44.7928944039684,580,47,32499,46,0,0,0.001446198344564448,1.0,0.014185051847749161,0.0014154281670205238,0.0,0.0,49000.0,3197.052266093102
192.168.4.2,82.114.89.164,32356,10.636784999999842,3041.896588113841,1417.531709729262,184.94875770139376,1495,35,32354,2,0,0,6.181615874389565e-05,0.9999072757618842,0.9979600667614514,3.0908079371947826e-05,0.0,0.00015454039685973913,49000.0,56272.47697490419
75.119.247.237,192.168.4.2,31823,543.7836399999989,58.52143694503216,52.36536467334946,44.34446333080239,452,47,31823,0,0,0,0.0,1.0,0.012129591804669578,3.142381296546523e-05,0.0,0.0,4796.0,49000.0
192.168.4.2,70.173.227.146,31705,5.773322999999773,5491.638004664081,52.606371234821005,27.7098987876442,484,47,31703,2,0,0,3.154275620603729e-05,1.0,0.004668327918493518,0.0,0.0,0.0,49000.0,49664.21595962782
143.238.87.59,192.168.4.2,31495,1332.4435539999995,23.637023801460046,1422.9743133830766,101.14369575290957,1495,536,31495,0,0,0,0.0,1.0,0.9993014764248294,0.0,0.0,0.0,57201.0,49000.0
24.79.163.73,192.168.4.2,31459,1882.161170999995,16.71429656753879,1430.069455481738,63.37203676341592,1495,568,31459,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,2127.0,1723.0
66.65.73.153,192.168.4.2,31227,555.0981670000018,56.2549146374679,1163.885131456752,369.6784369795006,1351,35,31227,0,0,0,0.000992730649758222,0.9973100201748487,0.10724693374323502,0.0016011784673519711,0.0,0.0016972491753930892,62290.74381144522,49000.0
192.168.4.2,192.168.4.1,30961,3.497775999999967,8851.624575158698,1427.886211685669,81.2960619033929,1848,35,30961,0,0,0,0.0002906882852621039,1.0,0.9988372468589516,0.0002906882852621039,0.0,0.0,49000.0,3264.276250767094
192.168.4.2,24.79.163.73,30882,44.51536800000132,693.7379468591406,37.699760378213846,28.52726764226555,440,35,30881,1,0,0,0.0,1.0,0.004954502768692724,3.238237103720734e-05,0.0,0.0,1724.5308917816203,2127.0
187.65.172.136,192.168.4.2,30102,69.6659030000005,432.09086086201717,1428.1967643345956,78.45547318411397,1495,35,30102,0,0,0,9.966115208291808e-05,0.9999003388479171,0.9995016942395855,9.966115208291808e-05,0.0,0.0,63826.98903727327,49000.0
192.168.4.2,77.101.80.159,29892,3.5971550000000656,8309.90046300464,39.512745885186675,24.584041591945436,760,35,29889,3,0,0,0.00013382849877881494,1.0,0.0033791695941650774,6.691424938940747e-05,0.0,0.0,49000.0,59593.30750702529
192.168.4.2,99.112.28.101,29873,4.0259200000000686,7420.167315793531,37.19864091319921,29.420266217386928,600,35,29872,1,0,0,3.3476164970540974e-05,0.9997656668452062,0.005289234065345474,6.695232994108195e-05,0.0,0.0002678093197643278,49000.0,59535.99276939042
192.168.4.2,143.238.87.59,29864,52.373058000000746,570.2168469902898,43.47689525850522,56.153554183562825,440,35,29864,0,0,0,0.0,1.0,0.01962228770425931,0.0,0.0,0.0,49000.0,57201.0
79.51.178.168,192.168.4.2,29705,680.2838810000019,43.665594363832824,1372.364113785558,312.30304656657927,1487,35,29705,0,0,0,0.000437636761487965,0.9983167816865848,0.087527352297593,0.000976266621780845,0.0,0.001245581551927285,51163.110486450096,49000.0
110.32.8.235,192.168.4.2,29659,205.70990100000068,144.17876755479992,1421.0732661249535,141.68525673579515,1500,35,29649,10,0,0,0.00023609565246719957,0.9997639043475328,0.9328813787986104,0.0002023677021147425,0.0,0.0,60075.069692167635,49000.0
192.168.4.2,203.206.250.137,29611,55.007512999998816,538.3082852700619,37.01070548107123,27.70950627137443,1246,35,29611,0,0,0,0.00013508493465266285,0.9999324575326737,0.005166998750464355,0.00016885616831582858,0.0,0.00010131370098949715,49000.0,4368.804532099558
121.208.77.96,192.168.4.2,29330,105.39716500000038,278.28072984695456,1428.5936583702694,77.47045561420873,1495,35,29328,2,0,0,6.819421713038734e-05,1.0,0.9995908346972177,6.819421713038734e-05,0.0,0.0,27714.0,2367.2159904534606
173.238.146.107,192.168.4.2,29242,195.43394600000033,149.62600202525692,1421.2617468025444,113.06273112716057,1495,35,29242,0,0,0,0.0,1.0,0.9989740783804117,6.839477463921757e-05,0.0,0.0,55563.524416934546,49000.0
81.99.243.124,192.168.4.2,28574,49.83685600000024,573.3507747759984,1477.1531462168405,126.30368395255914,1495,35,28561,13,0,0,0.00021007667798746542,1.0,0.09152340604320577,0.00017506389832288785,0.0,0.0,8023.0,2096.456078952894
96.250.184.129,192.168.4.2,28551,161.46974400000113,176.81950372077014,1422.0751637420756,105.8697346978409,1487,35,28551,0,0,0,3.502504290567756e-05,0.9999649749570944,0.9997898497425659,0.0,0.0,0.0,50686.11579279185,49000.0
192.168.4.2,98.83.176.144,28345,6.91956899999993,4096.353400045622,43.36302698888693,57.23939965493106,744,35,28344,1,0,0,3.528083545018346e-05,1.0,0.020286480383855488,3.528083545018346e-05,0.0,0.0,49000.0,51241.67884988534
24.79.163.73,192.168.4.2,28184,1614.4491680000056,17.457347409032764,1430.4308827703662,63.392003613360025,1495,47,28184,0,0,0,0.0,1.0,0.9999645188759579,0.0,0.0,0.0,2127.0,1723.0
82.114.89.164,192.168.4.2,27705,167.11258699999956,165.78643474653452,46.37556397762137,61.77287199908826,504,35,27705,0,0,0,0.0,1.0,0.017758527341635084,0.0,0.0,0.0,56311.0,49000.0
192.168.4.2,142.162.155.4,26378,5.075687999999948,5196.930938229511,38.44961710516339,29.62068751318842,637,35,26372,6,0,0,0.00018959502502654331,0.9994312149249204,0.00538449871075383,0.00022751403003185196,0.0,0.0005687850750796299,2055.975813177648,6979.0
192.168.4.2,186.2.144.211,25609,6.47973099999999,3952.17023669656,1419.9729782498341,129.22136137308271,1495,35,25609,0,0,0,0.0,1.0,0.9993752196493421,0.0,0.0,0.0,49000.0,17281.0
192.168.4.2,142.162.155.4,25475,9.607764000000113,2651.5014315505355,40.72066732090285,27.877170237005295,888,35,25470,5,0,0,0.00015704750687082843,0.9992540243423635,0.004593639575971731,0.00019630938358853554,0.0,0.0007852375343541421,2396.1921884200196,6979.0
67.237.199.161,192.168.4.2,25442,216.3984659999992,117.57014950374045,44.62361449571574,64.10530418966552,504,35,25442,0,0,0,0.0,1.0,0.019966983727694364,0.0,0.0,3.930508607813851e-05,16664.0,49000.0
192.168.4.2,41.132.229.228,23866,7.389298999999881,3229.8056960478098,44.123187798541856,21.376622184676272,584,35,23866,0,0,0,4.1900611748931536e-05,0.9998742981647532,0.002430235481438029,8.380122349786307e-05,0.0,0.00020950305874465767,49000.0,64546.36503812956
192.168.4.2,79.51.178.168,23655,224.86008699999783,105.1987496562706,57.776326358063834,52.08215145966352,612,47,23655,0,0,0,0.0002959205242020714,1.0,0.01720566476432044,0.0002959205242020714,0.0,0.0,49000.0,51648.746353836395
192.168.4.2,80.61.132.203,23234,3.8371290000000253,6055.047927760533,37.210381337694756,30.03579956699305,1096,35,23234,0,0,0,4.3040371868812945e-05,1.0,0.005337006111732805,4.3040371868812945e-05,0.0,0.0,49000.0,54818.0
192.168.4.2,79.51.178.168,22731,244.49017099999492,92.97306270852285,57.38885222823457,50.84766286632855,612,47,22731,0,0,0,0.0002639567110993797,1.0,0.016365316088161542,0.0002639567110993797,0.0,0.0,49000.0,51374.99322511108
192.168.4.2,79.51.178.168,22688,216.8545089999977,104.6231415921365,57.39029442877292,51.32642541354337,612,47,22686,2,0,0,0.00022040024684827648,1.0,0.016618178612360045,0.0002644802962179318,0.0,0.0,49000.0,51897.03495239774
186.2.144.211,192.168.4.2,22235,123.50385800000122,180.03486174496493,46.164425455363165,57.7740512946091,504,35,22235,0,0,0,0.0,1.0,0.015516078255003373,0.0,0.0,0.0,17281.0,49000.0
192.168.4.2,79.51.178.168,21919,31.872720999999373,687.7040714534673,57.03604179022766,48.11247806001548,612,47,21919,0,0,0,0.0005474702313061728,1.0,0.014964186322368721,0.0004562251927551439,0.0,0.0,49000.0,50706.28126283133
192.168.4.2,98.83.176.144,21342,12.512934000000369,1705.5951865485242,43.15476525161653,56.53142709747436,552,35,21342,0,0,0,0.0,1.0,0.019820073095305032,4.6855964764314496e-05,0.0,0.0,49000.0,52330.0
192.168.4.2,74.14.146.52,20515,6.078321999999774,3375.109117286113,37.161199122593224,28.91269001792426,440,35,20515,0,0,0,0.0,1.0,0.00511820619059225,0.0,0.0,0.0,49000.0,60078.0
65.92.33.243,192.168.4.2,20445,187.537261999999,109.01833471366405,1425.6403521643433,266.3210590642394,1487,35,20445,0,0,0,0.0001467351430667645,0.9997065297138664,0.16747370995353386,0.00024455857177794083,0.0,0.0001467351430667645,56539.009146490585,49000.0
192.168.4.2,74.14.146.52,20395,7.131775999999944,2859.7364807868557,37.23314537876931,29.60530162265188,568,35,20395,0,0,0,0.0,1.0,0.005344447168423633,4.903162539838196e-05,0.0,0.0,49000.0,60078.0
96.250.184.129,192.168.4.2,19972,114.02930399999977,175.1479602120525,1421.7994692569598,107.80828261839379,1487,35,19969,3,0,0,5.00776203114828e-05,0.9999499223796885,0.9996494566578196,0.0,0.0,0.0,50762.029591428,49000.0
174.112.220.178,192.168.4.2,19840,114.23155000000041,173.68231456195707,1437.0878024193548,196.82313556411222,1495,35,19840,0,0,0,0.00020161290322580645,0.9997983870967742,0.9971774193548387,0.00020161290322580645,0.0,0.0,55052.00619959678,49000.0
174.112.220.178,192.168.4.2,19733,221.0016349999996,89.28893218369193,1434.9459788172098,203.13856109996226,1495,35,19733,0,0,0,0.00030405919018902346,0.999695940809811,0.9963006131860336,0.00030405919018902346,0.0,0.0,55567.91689048801,49000.0
192.168.4.2,67.237.199.161,19422,10.00974799999981,1940.3085871892447,1420.5295026258882,122.35470164032704,1495,35,19421,1,0,0,5.149065444621801e-05,1.0,0.999536584109984,0.0,0.0,0.0,49000.0,14157.000051488003
96.250.184.129,192.168.4.2,19322,107.55668300000013,179.64481109927846,1421.4080840492702,110.24703881595485,1487,35,19322,0,0,0,0.00010350895352447987,0.9998964910464755,0.9994824552323776,0.0,0.0,0.0,50305.74350481317,49000.0
192.168.4.2,99.112.28.101,19303,2.476115000000001,7795.6799260131265,37.224162047350156,29.461107353303028,568,35,19301,2,0,0,0.00010362157401170923,0.9997927568519765,0.005440132635614735,0.00015543236101756385,0.0,0.0003108647220351277,49000.0,50946.78050044035
192.168.4.2,79.51.178.168,18913,77.34013900000008,244.54313432252792,57.92100671495797,52.508212829549294,612,47,18913,0,0,0,0.0006873579019721884,1.0,0.01792417913604399,0.0008459789562734627,0.0,0.0,49000.0,51162.926082588696
173.51.127.166,192.168.4.2,18858,28.486219999999967,662.0042954102026,1426.7159295789586,90.15025410944774,1495,35,18857,1,0,0,5.30307047780665e-05,1.0,0.9990454473139948,0.0,0.0,0.0,29564.0,2076.488386891505
192.168.4.2,66.65.73.153,18470,28.6422350000004,644.8519118706952,57.188684353004874,52.85051018918941,612,35,18470,0,0,0,0.0013535462912831618,1.0,0.019382782891174878,0.0016242555495397943,0.0,5.4141851651326476e-05,49000.0,62290.60184082296
82.114.89.164,192.168.4.2,18413,95.87498300000125,192.05218529217115,46.98631401727041,59.4131908864663,589,35,18411,2,0,0,0.00010863070990168921,0.9998913692900984,0.01662049861495845,5.4315354950844607e-05,0.0,0.0,56269.5120838538,49000.0
192.168.4.2,82.114.89.164,18221,7.2574400000002015,2510.6649176568453,1414.1668404588113,223.0359275135687,1495,35,18220,1,0,0,5.48847420417124e-05,1.0,0.9962678375411635,0.0,0.0,0.0,49000.0,55806.08089566983
192.168.4.2,82.114.89.164,18146,26.343345999999705,688.8266965024186,1418.2362504133143,213.24950620876248,1495,35,18146,0,0,0,0.0,1.0,0.9970241375509754,0.0,0.0,0.0,49000.0,55490.0
61.68.219.244,192.168.4.2,18064,48.167992000000105,375.0208229564554,874.511902125775,627.1194409302735,1464,35,18064,0,0,0,0.00011071744906997343,0.99988928255093,0.6024136403897254,5.5358724534986716e-05,0.0,0.0,50311.00055358725,49000.0
201.238.156.239,192.168.4.2,18024,48.43287999999987,372.1438824203733,1429.9874611628939,62.02185851901963,1487,35,18024,0,0,0,0.0,1.0,0.9999445184198846,0.0,0.0,0.0,50520.0,49000.0
192.168.4.2,203.206.250.137,17923,12.976900000000382,1381.1464987785582,36.97556212687608,26.878521765045782,564,35,17923,0,0,0,0.00022317692350610948,1.0,0.005133069240640518,0.00022317692350610948,0.0,0.0,49000.0,4368.076884450148
192.168.4.2,203.206.250.137,17828,9.89628700000017,1801.483728190148,36.94037469149652,26.65798373117539,441,35,17828,0,0,0,0.0002243661655822302,0.9999439084586045,0.005104330266995737,0.0002243661655822302,0.0,0.0001121830827911151,49000.0,4367.303903971281
192.168.4.2,203.206.250.137,17404,5.560294999999839,3130.04975455448,36.98448632498276,26.92599775976735,439,35,17404,0,0,0,0.00022983222247759135,1.0,0.005228683061365203,0.00022983222247759135,0.0,0.0,49000.0,4368.781429556424
186.2.144.211,192.168.4.2,17343,106.31552500000063,163.12763352294877,45.69682292567607,56.8692979629454,504,35,17343,0,0,0,0.0,1.0,0.015164619731303695,0.0,0.0,0.0,17281.0,49000.0
192.168.4.2,174.112.220.178,16887,33.48387200000008,504.33235439437703,42.812577722508436,24.1458636083032,664,35,16883,4,0,0,0.0002369247171711189,0.9998815376414144,0.0037315642954451225,0.0002369247171711189,0.0,0.00017769353787833915,49000.0,55044.94036833067
192.168.4.2,203.206.250.137,16885,3.9069740000000013,4321.758987902145,36.98543085578916,26.95978343322277,441,35,16885,0,0,0,0.00023689665383476457,1.0,0.005211726384364821,0.00023689665383476457,0.0,0.0,49000.0,4367.135208765176
211.127.102.109,192.168.4.2,16850,13.458482999999953,1251.9984607477722,886.9035014836795,656.6647371927238,1464,35,16850,0,0,0,5.934718100890208e-05,0.9999406528189911,0.6106231454005935,0.0,0.0,0.0,11454.0,49000.0
192.168.4.2,174.112.220.178,16821,65.10559200000016,258.36490358616135,42.867546519231915,23.83883772180725,488,35,16815,6,0,0,0.0003568242640499554,0.9998810585786501,0.00392506690454951,0.0003568242640499554,0.0,0.0001784121320249777,49000.0,55553.55799298496
24.79.163.73,192.168.4.2,16568,635.6913340000026,26.062963444456727,1402.2987687107677,198.35183918811535,1495,35,16567,1,0,0,6.036095853202149e-05,1.0,0.999879278082936,0.0,0.0,0.0,2127.0,1725.853512795751
192.168.4.2,24.79.163.73,16470,66.98487199999954,245.87641221438943,37.41007893139041,28.55913235265834,440,35,16470,0,0,0,0.0,1.0,0.004978749241044323,0.0,0.0,0.0,1723.0,2127.0
192.168.4.2,143.238.87.59,16416,34.31941800000042,478.3297898583187,43.31688596491228,56.32425463889405,440,35,16414,2,0,0,0.0,1.0,0.01973924698428171,0.0003655416108200317,0.0,0.0,49000.0,57200.99963450292
76.66.55.241,192.168.4.2,16138,403.1801860000014,40.02676857736244,1423.5659313421738,131.94363064405493,1487,35,16138,0,0,0,0.00024786218862312553,0.9997521378113768,0.9970876192836783,0.00024786218862312553,0.0,0.0,3692.5689676539846,49000.0
192.168.4.1,192.168.4.2,15884,1.6582930000000138,9578.524422402957,37.47846889952153,32.18807238404273,712,35,15881,0,0,3,0.0005667149423839808,0.9993073484037529,0.006926515962470878,0.0005667149423839808,0.0,0.00012593665386310686,3263.8543188113827,48990.74540418031
192.168.4.2,82.114.89.164,15518,7.530229000000092,2060.760701965347,1410.0229411006574,234.17642833916025,1495,35,15516,2,0,0,0.00019334880123743234,0.9998711007991751,0.9949084815674143,6.444960041247745e-05,0.0,0.0002577984016499098,49000.0,54690.86834643639
192.168.4.2,82.114.89.164,15407,14.076813000000227,1094.4948973890434,1410.0918413708055,233.0697858111667,1495,35,15402,5,0,0,0.0003246331645240878,0.9999350733670952,0.9948707960005194,6.492663290481755e-05,0.0,0.0001298532658096351,49000.0,55426.822678003504
96.28.133.146,192.168.4.2,15215,75.55921799999987,201.36523911615953,864.5463687150838,289.2578702268296,1495,35,15214,1,0,0,0.0,1.0,0.9999342710661233,0.0,0.0,0.0,41605.0,2106.0822872165627
192.168.4.2,187.65.172.136,15180,1.9846420000000033,7648.734633248704,37.42516469038208,31.364424467029075,888,35,15180,0,0,0,0.0001976284584980237,1.0,0.006060606060606061,0.0001976284584980237,0.0,0.0,49000.0,63826.982213438736
192.168.4.2,110.32.8.235,15178,2.2920200000000177,6622.1062643431915,43.6987086572671,57.72884634662545,472,35,15177,1,0,0,0.0004612242208605126,0.9996046649535482,0.021677538380444093,0.000395335046451868,0.0,0.0004612242208605126,49000.0,60075.07728290947
192.168.4.2,81.99.243.124,15177,1.9196490000000317,7906.132839909666,38.97476444620149,33.03000717824746,872,35,15162,15,0,0,0.0003957261574990107,0.9995383194829178,0.006331618519984171,0.00032977179791584226,0.0,6.595435958316844e-05,2121.5607168742176,8023.0
192.168.4.2,24.79.163.73,15145,64.76971100000026,233.82843255236912,37.66312314295147,28.145288074087212,440,35,15145,0,0,0,0.0,1.0,0.00482007263123143,0.0,0.0,0.0,1723.0,2127.0
192.168.4.2,173.238.146.107,15137,3.5434520000001193,4271.823069707023,43.58043205390764,58.0407575797596,456,35,15137,0,0,0,0.0,1.0,0.019951113166413424,0.00013212657726101605,0.0,0.0,49000.0,55558.954944837154
192.168.4.2,121.208.77.96,15101,3.5124720000000402,4299.251353462697,37.309118601417126,30.12413504500625,637,35,15099,2,0,0,0.00013245910325187097,0.9994701635869925,0.005563282336578581,0.00019868865487780648,0.0,0.0004636068613815484,2370.2462750811205,27714.0
192.168.4.2,41.132.229.228,1409,0.6377180000000001,2209.440536412646,48.955287437899216,40.46589633768583,920,35,1404,5,0,0,0.0035612535612535613,0.9943019943019943,0.013532763532763533,0.002849002849002849,0.0,0.008547008547008548,49000.0,64412.449254790634
192.168.4.2,71.1.247.27,1194,6.589773999999989,181.1898253263317,68.34673366834171,7.971262943205979,262,68,0,1194,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,18265.0
201.209.26.70,192.168.3.2,11442,439.7795840000011,26.01757884240477,47.768746722600945,17.5113086785168,420,43,0,11442,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10498.0,41000.0
192.168.4.2,75.91.100.165,1170,11.157793000000026,104.85944666655827,65.55470085470085,10.03624735800457,262,65,0,1170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35261.0,18459.0
192.168.4.2,178.3.16.144,915,3.5230400000000035,259.7188791498249,74.8808743169399,35.05079176867623,262,68,0,915,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,61447.0
128.175.179.28,192.168.6.2,1759,315.84916600000014,5.5691139611874085,52.76748152359295,109.57840373105115,1495,35,1754,5,0,0,0.0005701254275940707,1.0,0.4766248574686431,0.0,0.0,0.0,604.4923251847641,5031.871517907903
192.168.4.2,66.158.187.189,1190,6.666311000000011,178.50952348307752,68.0,0.0,68,68,0,1190,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,57035.0
213.231.101.110,192.168.1.2,1616,44.348528,36.43863895550265,36.36324257425743,6.708147470225872,160,35,1616,0,0,0,0.0006188118811881188,0.9993811881188119,0.013613861386138614,0.0012376237623762376,0.0,0.0,39997.96534653466,13000.0
99.250.196.154,192.168.4.2,1153,34.85136100000003,33.08335648642241,65.0,0.0,65,65,0,1153,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52696.0,52000.0
192.168.6.2,128.218.120.163,1055,153.61211900000004,6.86794770404801,123.96587677725118,285.91488159522737,1108,35,1052,3,0,0,0.0,1.0,0.5855513307984791,0.0009505703422053232,0.0,0.0,4523.336492890995,616.3658767772512
201.52.242.210,192.168.4.2,3297,18.848736999999943,174.91888183277266,1420.1825902335456,131.79435667607945,1495,35,3292,5,0,0,0.0009113001215066828,1.0,0.99726609963548,0.00030376670716889426,0.0,0.0,40054.0,2428.727934485896
128.248.174.61,192.168.1.2,3520,325.7937080000008,10.804382999318058,58.50369318181818,70.44632998497094,1415,35,3520,0,0,0,0.004545454545454545,1.0,0.5727272727272728,0.004829545454545454,0.0,0.0,15178.0,65317.819886363635
192.168.4.2,99.250.196.154,1153,5.416060000000001,212.88538162428034,68.0,0.0,68,68,0,1153,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,52696.0
192.168.6.2,128.192.33.6,3133,601.9465219999993,5.204781297830979,244.76061283115226,409.15925950159686,1092,35,3127,6,0,0,0.0,1.0,0.6108090821874,0.0,0.0,0.0,2251.499521225662,519.5828279604214
109.8.124.144,192.168.3.2,2675,20.474111000000004,130.6528034355191,37.95177570093458,6.258839047094498,157,35,2673,2,0,0,0.0003741114852225963,0.9996258885147774,0.004863449307893753,0.0,0.0,0.0,1171.6190654205607,15026.915887850468
192.168.1.2,189.58.132.148,10094,5.067102000000122,1992.06568172493,390.3110758866653,30.088704720546165,393,35,21,10073,0,0,0.19047619047619047,0.8095238095238095,0.19047619047619047,0.23809523809523808,0.0,0.0,20961.526253219734,58078.0
128.218.15.108,192.168.3.2,1003,260.4398409999998,3.851177285889991,60.11365902293121,132.9026291132758,1495,35,1002,1,0,0,0.000998003992015968,1.0,0.654690618762475,0.0,0.0,0.0,50267.0,56291.59720837488
192.168.6.2,128.8.202.46,942,18.681586999999737,50.42398164567139,45.125265392781316,36.923726114004694,1130,35,669,273,0,0,0.02092675635276532,0.9790732436472347,0.8236173393124065,0.02092675635276532,0.0,0.0,6665.950106157113,17709.815286624205
192.168.4.2,118.96.164.106,1039,8.50457200000001,122.16958125582319,2264.724735322425,1682.7410543361293,7295,35,1039,0,0,0,0.0,1.0,0.06641000962463908,0.0,0.0,0.0,52000.0,1745.0
192.168.1.2,79.8.116.37,731,5.423242000000008,134.79022326497673,581.7879616963064,273.5535912886824,2635,29,730,1,0,0,0.005479452054794521,0.9972602739726028,0.22602739726027396,0.0027397260273972603,0.0,0.0027397260273972603,5210.885088919289,2916.770177838577
79.32.116.149,192.168.1.2,1284,13.783206000000003,93.15684609226618,39.441588785046726,8.073445940377914,160,35,1284,0,0,0,0.000778816199376947,0.9992211838006231,0.014018691588785047,0.001557632398753894,0.0,0.0,57051.716510903425,13000.0
70.251.84.198,192.168.4.2,1179,34.84835699999998,33.8322980334482,65.14673452078033,1.9109227026416171,94,65,0,1179,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26240.0,52000.0
99.112.28.101,192.168.4.2,11900,50.21543899999991,236.9789100121184,1428.595294117647,75.67004385583212,1495,35,11900,0,0,0,8.403361344537815e-05,0.9999159663865547,0.9994117647058823,0.0,0.0,0.0,59536.0,49000.0
192.168.4.2,82.4.101.106,4994,24.180587000000024,206.52931212960195,3647.143572286744,2539.1636051564274,14635,35,4994,0,0,0,0.00020024028834601522,1.0,0.07989587505006007,0.0,0.0,0.0,52000.0,49360.0
82.41.130.127,192.168.4.2,1147,2.9732969999999956,385.76704580807154,1426.2362685265912,94.38754988608669,1495,35,1146,1,0,0,0.0,1.0,0.9982547993019197,0.0,0.0,0.0,31591.0,2093.930252833479
112.173.204.88,192.168.1.2,2044,61.727751999999825,33.113144959499024,1261.4231898238747,311.5671823607715,1861,35,2041,3,0,0,0.0004899559039686428,0.9995100440960314,0.5884370406663401,0.0004899559039686428,0.0,0.0,8007.087573385518,13026.418786692759
192.168.4.2,68.44.218.186,1095,4.236054000000001,258.49528830369013,68.0,0.0,68,68,0,1095,0,0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,46665.0
192.168.5.2,213.146.189.203,1614,554.1376120000007,2.912633910870497,37.512391573729865,2.500744113502714,40,35,1614,0,0,0,0.0,1.0,0.5024783147459727,0.0,0.0,0.0,3748.0,12350.0
76.190.239.248,192.168.4.2,1180,34.22081099999997,34.48194141278537,65.02457627118645,0.8442226391223937,94,65,0,1180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29900.0,52000.0
192.168.1.2,189.25.213.206,4722,37.0194240000002,127.55465887313575,2123.422066920796,725.2724589855146,2939,35,4722,0,0,0,0.00042354934349851756,1.0,0.9817873782295637,0.00042354934349851756,0.0,0.0,13000.0,49778.23930537908
192.168.4.2,80.249.68.243,591,5.002534999999991,118.14010296779554,4899.0609137055835,2691.95349640214,8795,35,591,0,0,0,0.005076142131979695,0.9949238578680203,0.37225042301184436,0.0,0.0,0.0,51743.35532994924,52779.67512690355
192.168.4.2,68.39.126.86,577,0.02481200000000003,23254.876672577757,65.05025996533796,1.2072857966532398,94,65,0,577,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35261.0,42914.0
187.13.68.194,192.168.1.2,3267,81.26715800000002,40.20074136221177,35.91888582797674,6.482429612079924,180,35,3267,0,0,0,0.0006121824303642485,0.9993878175696358,0.013774104683195593,0.00030609121518212427,0.0,0.0,1487.8650137741047,13000.0
112.166.57.9,192.168.4.2,3801,62.81471999999994,60.51129416799126,44.08260983951592,43.32771709374227,575,35,3799,2,0,0,0.0007896814951302974,0.9997367728349565,0.04764411687286128,0.0007896814951302974,0.0,0.00026322716504343247,51682.9408050513,51873.18337279663
